PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,zn,z,n
2.3421514,0.79490954,1.6180614,-0.31594154,-0.5479261,1.1919854,0.75891155,0.40491444,-0.7662194,0.37596676,30-50,30,50
2.1679952,0.7301641,-0.93988365,-0.0913462,-0.29982862,0.8079315,0.88109624,0.41774705,-0.95787627,0.8916841,30-51,30,51
2.2210236,0.75232893,0.27733776,-0.44652328,0.93879354,0.2557167,1.0815558,0.5277241,-0.9695701,1.4053539,30-52,30,52
2.1425323,0.7053808,-1.137758,-0.21492623,0.49831128,0.45348588,1.0302668,0.33449242,-0.9402561,1.1491253,30-53,30,53
2.1634192,0.7718348,0.40462315,-0.3847587,1.0473685,0.19468565,0.7791741,0.31187698,-0.94448924,0.9360437,30-54,30,54
2.0714364,0.69193697,-1.2264843,-0.29488993,0.61886775,0.3949829,0.66799986,0.366919,-0.95325714,0.77607584,30-55,30,55
3.3110802,-0.8619127,1.6201293,0.14629015,-0.67020005,0.74795306,0.6738564,0.13971137,-0.7928137,0.46612796,31-28,31,28
3.1195748,-0.952561,-0.6681329,0.2724145,-0.7472153,0.78871965,0.9527157,0.20826466,-0.6978737,0.8720405,31-29,31,29
3.1287818,-0.90106946,0.84127146,0.16303436,0.18656774,0.27874544,1.1064719,0.07955391,-0.7958097,1.2898477,31-30,31,30
2.9847968,-0.9771722,-0.81330943,0.20099764,-0.22252214,0.440198,0.97007513,0.0057203732,-0.80644184,0.9763189,31-31,31,31
2.9951892,-0.89787465,0.8743309,0.098627955,0.4458311,0.123585135,0.73133236,-0.21532169,-0.7090763,0.639832,31-32,31,32
2.8798187,-0.9709358,-1.0606068,0.1918533,0.20403568,0.19521241,0.6130045,-0.12379657,-0.6452701,0.5678003,31-33,31,33
2.8900182,-0.92394,0.63218194,0.033442046,1.1703424,-0.28220382,0.4935599,-0.2349577,-0.54686767,0.44905907,31-34,31,34
2.7767591,-0.99044913,-1.3078676,0.23392862,0.52414095,-0.03999518,0.2777255,-0.45990717,-0.6286976,0.04916147,31-35,31,35
2.7692823,-0.9248937,0.7381919,0.087244764,0.9892921,-0.22906363,0.2013769,-0.4706736,-0.5079651,0.050407317,31-36,31,36
2.6823149,-0.9875512,-1.1419343,0.22711958,0.46943444,0.03512028,0.198425,-0.47835857,-0.5201896,-0.06480415,31-37,31,37
2.6832771,-0.9054632,0.95477927,0.077738844,0.5202283,0.061172016,0.0630271,-0.47358876,-0.5062949,-0.19481945,31-38,31,38
2.5514734,-0.97216356,-1.0276382,0.20171846,0.034194596,0.23059851,0.0029128017,-0.5014542,-0.60134506,-0.24285449,31-39,31,39
2.5828729,-0.9196115,1.0248456,0.10959424,0.42920017,0.14163269,0.13607347,-0.46088177,-0.5497889,-0.08567576,31-40,31,40
2.4821973,-0.9760296,-0.95638174,0.124204114,-0.09351089,0.34628466,-0.098663196,-0.488683,-0.5283034,-0.35007665,31-41,31,41
2.505803,-0.91571385,1.163029,0.007624305,0.054298613,0.36219466,0.006783211,-0.403043,-0.4961248,-0.16535379,31-42,31,42
2.3922405,-1.005254,-0.8501981,0.1550879,-0.5270368,0.5396082,-0.008258106,-0.3912294,-0.6400837,-0.22462176,31-43,31,43
2.4469047,-0.9250448,1.2135614,-0.072827704,-0.09714262,0.35882184,-0.026802009,-0.3276092,-0.66910064,-0.09002652,31-44,31,44
2.3633926,-0.9937052,-0.6539787,-0.024243634,-0.7030798,0.58650243,0.048960928,-0.14101179,-0.81913936,-0.027135784,31-45,31,45
2.387511,-0.91151315,1.4196965,-0.15376161,-0.4907446,0.5455116,0.35808906,-0.0798747,-0.6486824,0.26427028,31-46,31,46
2.2880273,-0.9950278,-0.5369563,-0.07620455,-1.1047378,0.8240162,0.3215045,0.08309574,-0.88521075,0.1907617,31-47,31,47
2.3440878,-0.93957305,1.4474678,-0.30467698,-0.7951337,0.7424768,0.42193243,0.032593157,-0.9941873,0.32101595,31-48,31,48
2.2458298,-0.97761995,-0.46896696,-0.062517256,-1.3021406,0.89315516,0.473402,0.18047516,-1.1763846,0.39105895,31-49,31,49
2.2481103,-0.9159463,1.6934714,-0.26230672,-0.7281429,0.7494453,0.6787814,0.16534188,-0.87011003,0.5271124,31-50,31,50
2.073954,-0.98069215,-0.86447376,-0.037711322,-0.48004544,0.36539152,0.80096596,0.17817442,-1.061767,1.0428299,31-51,31,51
2.1269825,-0.95852697,0.3527479,-0.3928884,0.7585767,-0.18682343,1.0014254,0.2881513,-1.0734608,1.5564995,31-52,31,52
2.0484915,-1.005475,-1.0623481,-0.16129133,0.31809446,0.010945724,0.95013654,0.09491975,-1.0441465,1.3002713,31-53,31,53
2.0693789,-0.9390212,0.48003352,-0.33112377,0.8671514,-0.24785478,0.6990437,0.0723043,-1.0483799,1.0871892,31-54,31,54
1.9773958,-1.0189189,-1.1510743,-0.24125507,0.43865085,-0.04755733,0.5878693,0.12734635,-1.057148,0.92722136,31-55,31,55
1.9967238,-0.9562454,0.5220052,-0.21580139,0.9570548,-0.25490466,0.51598823,0.0060217623,-0.7092716,0.61175025,31-56,31,56
3.218723,1.0378934,-0.7965646,0.12704363,-0.69200295,0.9397295,0.64111096,-0.3835136,-1.1762327,-0.18135117,32-27,32,27
3.2587476,1.1036365,1.497998,-0.15468878,-0.46054086,0.878555,0.7597845,-0.34154207,-1.4019378,0.0789349,32-28,32,28
3.0672421,1.0129887,-0.7902637,-0.028564427,-0.5375561,0.9193216,1.0386441,-0.2729887,-1.3069981,0.4848476,32-29,32,29
3.0764494,1.0644803,0.71914077,-0.1379445,0.3962268,0.40934712,1.1924001,-0.40169913,-1.4049339,0.9026545,32-30,32,30
2.932464,0.98837763,-0.9354402,-0.099981345,-0.01286309,0.57079965,1.0560032,-0.47553292,-1.4155661,0.5891257,32-31,32,31
2.9428566,1.0676756,0.7521999,-0.20235099,0.65549016,0.25418678,0.81726044,-0.6965751,-1.3182002,0.25263885,32-32,32,32
2.8274863,0.9946139,-1.1827378,-0.10912556,0.41369483,0.3258141,0.69893295,-0.60505,-1.2543942,0.18060717,32-33,32,33
2.8376858,1.0416094,0.51005083,-0.26753688,1.3800014,-0.15160224,0.5794881,-0.716211,-1.1559919,0.061865814,32-34,32,34
2.7244265,0.97510093,-1.4299986,-0.0670503,0.7338,0.090606496,0.36365375,-0.94116056,-1.2378218,-0.33803186,32-35,32,35
2.7169497,1.0406563,0.6160609,-0.21373422,1.1989512,-0.098461926,0.28730497,-0.95192677,-1.1170895,-0.3367858,32-36,32,36
2.6299822,0.97799826,-1.2640651,-0.073859386,0.6790935,0.1657218,0.28435323,-0.959612,-1.129314,-0.45199722,32-37,32,37
2.630945,1.0600867,0.83264834,-0.22324,0.7298873,0.19177374,0.14895518,-0.9548422,-1.1154191,-0.58201265,32-38,32,38
2.4991407,0.993386,-1.149769,-0.09926046,0.24385364,0.36120018,0.08884098,-0.9827075,-1.2104694,-0.6300477,32-39,32,39
2.5305405,1.0459381,0.9027147,-0.1913847,0.6388593,0.2722342,0.22200178,-0.9421351,-1.1589133,-0.47286874,32-40,32,40
2.4298651,0.9895198,-1.0785128,-0.17677478,0.11614819,0.47688627,-0.012734981,-0.9699361,-1.1374277,-0.7372698,32-41,32,41
2.4534702,1.0498358,1.040898,-0.29335463,0.26395768,0.4927962,0.09271138,-0.8842961,-1.105249,-0.55254686,32-42,32,42
2.3399084,0.9602961,-0.97232914,-0.14589106,-0.31737775,0.67020977,0.07767006,-0.87248296,-1.2492075,-0.611815,32-43,32,43
2.3945723,1.0405053,1.0914303,-0.37380672,0.112516455,0.4894234,0.05912619,-0.8088625,-1.2782246,-0.47721958,32-44,32,44
2.3110597,0.97184455,-0.7761097,-0.32522258,-0.49342075,0.71710396,0.13488919,-0.622265,-1.4282635,-0.41432896,32-45,32,45
2.3351784,1.0540365,1.2975657,-0.45474058,-0.28108567,0.6761133,0.4440172,-0.5611281,-1.2578064,-0.122922875,32-46,32,46
2.235695,0.97052175,-0.6590872,-0.37718347,-0.89507866,0.9546178,0.40743256,-0.39815763,-1.4943349,-0.19643146,32-47,32,47
2.2917552,1.0259767,1.325337,-0.6056559,-0.5854746,0.8730784,0.5078606,-0.44866017,-1.6033117,-0.066177174,32-48,32,48
2.1934972,0.98793,-0.591098,-0.3634963,-1.0924815,1.023757,0.55933046,-0.3007782,-1.7855084,0.0038658662,32-49,32,49
2.195778,1.0496032,1.5713402,-0.56328565,-0.51848394,0.8800468,0.7647095,-0.31591147,-1.4792341,0.13991931,32-50,32,50
2.021622,0.98485786,-0.9866044,-0.33869028,-0.2703864,0.49599305,0.8868941,-0.3030791,-1.670891,0.65563655,32-51,32,51
2.0746503,1.0070224,0.230617,-0.69386744,0.96823573,-0.05622167,1.0873536,-0.19310188,-1.6825851,1.1693062,32-52,32,52
1.9961592,0.9600745,-1.1844789,-0.46227038,0.52775353,0.1415472,1.0360645,-0.3863336,-1.6532708,0.9130778,32-53,32,53
2.017046,1.0265288,0.35790256,-0.63210267,1.0768102,-0.11725298,0.7849718,-0.40894902,-1.6575042,0.6999962,32-54,32,54
1.9250633,0.94663084,-1.2732052,-0.542234,0.6483098,0.083044276,0.67379755,-0.35390702,-1.6662718,0.5400283,32-55,32,55
1.9443913,1.0093043,0.39987433,-0.51678026,1.1667138,-0.124303065,0.6019164,-0.47523153,-1.3183957,0.22455716,32-56,32,56
1.845308,0.9404918,-1.3463268,-0.4628342,0.8438294,-0.032741778,0.32503143,-0.5591457,-1.4421868,-0.09491092,32-57,32,57
1.8792248,1.0245837,0.47683835,-0.48881513,1.3753265,-0.23615792,0.4134908,-0.5587509,-1.1867582,0.09067373,32-58,32,58
2.9909675,-1.0943941,0.80865663,0.107459895,0.5184443,0.59342945,1.0160143,-0.46068242,-1.1009859,1.404971,33-30,33,30
2.846982,-1.170497,-0.84592444,0.14542308,0.10935428,0.75488174,0.8796177,-0.5345164,-1.1116182,1.0914421,33-31,33,31
2.8573744,-1.0911992,0.8417159,0.043053452,0.7777077,0.43826908,0.640875,-0.75555813,-1.0142529,0.7549553,33-32,33,32
2.742004,-1.164261,-1.0932223,0.1362788,0.5359122,0.5098963,0.5225472,-0.6640331,-0.9504467,0.6829236,33-33,33,33
2.7522035,-1.1172651,0.5995668,-0.022132425,1.502219,0.03247983,0.40310258,-0.7751945,-0.852044,0.5641822,33-34,33,34
2.6389446,-1.1837735,-1.3404828,0.17835413,0.8560175,0.2746886,0.1872683,-1.000144,-0.933874,0.16428474,33-35,33,35
2.6314678,-1.1182182,0.7055767,0.031670254,1.3211689,0.085620224,0.11091975,-1.01091,-0.81314164,0.16553059,33-36,33,36
2.5445004,-1.180876,-1.174549,0.17154504,0.80131096,0.34980404,0.107967794,-1.0185953,-0.82536614,0.05031911,33-37,33,37
2.5454626,-1.0987878,0.9221642,0.022164356,0.8521048,0.37585577,-0.027430154,-1.0138253,-0.8114715,-0.07969608,33-38,33,38
2.4136589,-1.1654884,-1.060253,0.14614402,0.36607116,0.54528224,-0.087544516,-1.0416908,-0.90652156,-0.12773119,33-39,33,39
2.4450583,-1.1129364,0.9922305,0.05401972,0.7610765,0.45631647,0.045616183,-1.0011184,-0.8549653,0.029447509,33-40,33,40
2.344383,-1.1693548,-0.98899674,0.0686296,0.23836568,0.6609684,-0.18912056,-1.0289196,-0.83347994,-0.23495334,33-41,33,41
2.3679883,-1.109039,1.1304137,-0.047950264,0.3861752,0.6768785,-0.08367408,-0.9432797,-0.8013013,-0.050230592,33-42,33,42
2.2544262,-1.1985785,-0.8828131,0.09951347,-0.19516012,0.854292,-0.0987154,-0.93146604,-0.9452601,-0.10949847,33-43,33,43
2.3090901,-1.1183692,1.1809461,-0.1284022,0.23473392,0.6735056,-0.11725932,-0.8678459,-0.9742771,0.02509678,33-44,33,44
2.2255776,-1.1870301,-0.6865936,-0.07981822,-0.37120345,0.9011863,-0.041496247,-0.6812485,-1.1243156,0.08798749,33-45,33,45
2.2496965,-1.1048381,1.3870813,-0.20933615,-0.15886824,0.8601955,0.2676318,-0.62011147,-0.9538589,0.37939352,33-46,33,46
2.1502128,-1.1883528,-0.56957126,-0.13177906,-0.7728613,1.1386999,0.23104708,-0.45714095,-1.1903872,0.30588505,33-47,33,47
2.206273,-1.1328979,1.4148532,-0.36025143,-0.46325716,1.0571605,0.3314751,-0.50764346,-1.2993641,0.43613908,33-48,33,48
2.1080153,-1.1709448,-0.5015821,-0.118091784,-0.9702641,1.2078394,0.3829449,-0.35976133,-1.4815608,0.506182,33-49,33,49
2.110296,-1.1092714,1.6608564,-0.31788123,-0.3962666,1.064129,0.58832395,-0.37489474,-1.1752865,0.6422357,33-50,33,50
1.9361397,-1.1740167,-0.8970887,-0.09328582,-0.1481691,0.68007517,0.71050876,-0.36206234,-1.3669432,1.1579529,33-51,33,51
1.9891682,-1.151852,0.32013285,-0.4484628,1.090453,0.1278604,0.91096807,-0.2520853,-1.3786372,1.6716226,33-52,33,52
1.9106772,-1.1987998,-1.0949633,-0.21686585,0.6499709,0.32562944,0.85967916,-0.44531694,-1.3493229,1.4153943,33-53,33,53
1.931564,-1.1323459,0.44741836,-0.38669822,1.199028,0.06682913,0.6085864,-0.46793234,-1.3535564,1.2023122,33-54,33,54
1.8395811,-1.2122439,-1.1836891,-0.29682964,0.77052736,0.26712644,0.49741206,-0.41289032,-1.362324,1.0423447,33-55,33,55
1.858909,-1.1495705,0.4893902,-0.27137598,1.2889313,0.05977922,0.42553097,-0.53421474,-1.0144482,0.7268735,33-56,33,56
1.7598258,-1.2183827,-1.2568113,-0.21742989,0.9660469,0.15134034,0.14864595,-0.61812913,-1.1382389,0.40740553,33-57,33,57
1.7937427,-1.1342909,0.5663542,-0.24341063,1.4975439,-0.052075766,0.23710546,-0.6177342,-0.8828105,0.5929901,33-58,33,58
1.7251536,-1.2048751,-1.2946361,-0.05807315,1.1517138,-0.036952008,-0.021225268,-0.650579,-0.84401906,0.32282078,33-59,33,59
2.9596639,1.0219699,0.7161883,-0.25145277,0.32563838,0.12628897,0.87013376,-0.46056998,-1.3839732,1.1370068,34-30,34,30
2.8156784,0.9458674,-0.9383927,-0.21348956,-0.08345158,0.2877415,0.7337371,-0.53440374,-1.3946056,0.8234779,34-31,34,31
2.8260708,1.0251648,0.74924755,-0.3158592,0.58490175,-0.028871236,0.49499443,-0.7554456,-1.2972398,0.4869911,34-32,34,32
2.7107005,0.9521034,-1.1856904,-0.22263382,0.34310627,0.042755995,0.3766666,-0.66392064,-1.2334338,0.41495934,34-33,34,33
2.7209,0.9990993,0.5070985,-0.3810451,1.3094132,-0.43466038,0.25722212,-0.7750819,-1.1350315,0.296218,34-34,34,34
2.607641,0.9325907,-1.4329512,-0.1805585,0.66321164,-0.19245163,0.041387506,-1.0000312,-1.216861,-0.10367943,34-35,34,35
2.6001644,0.99814594,0.61310834,-0.3272423,1.1283627,-0.38152006,-0.03496099,-1.0107977,-1.096129,-0.1024336,34-36,34,36
2.5131967,0.9354879,-1.2670177,-0.18736757,0.608505,-0.117336266,-0.037912752,-1.0184828,-1.1083535,-0.21764499,34-37,34,37
2.5141594,1.0175762,0.8296958,-0.33674827,0.65929884,-0.09128443,-0.17331077,-1.0137129,-1.0944589,-0.34766036,34-38,34,38
2.3823552,0.95087606,-1.1527218,-0.21276861,0.17326522,0.0781421,-0.23342514,-1.0415784,-1.189509,-0.3956954,34-39,34,39
2.4137552,1.0034281,0.8997624,-0.3048929,0.5682708,-0.010823886,-0.1002643,-1.0010058,-1.1379528,-0.23851666,34-40,34,40
2.3130794,0.94700974,-1.0814651,-0.290283,0.04555977,0.19382837,-0.3350012,-1.028807,-1.1164672,-0.5029175,34-41,34,41
2.3366847,1.0073254,1.0379455,-0.40686277,0.19336922,0.20973818,-0.22955476,-0.94316703,-1.0842886,-0.31819466,34-42,34,42
2.2231226,0.91778564,-0.9752818,-0.25939912,-0.38796607,0.38715172,-0.24459596,-0.93135357,-1.2282476,-0.37746277,34-43,34,43
2.2777865,0.9979949,1.0884776,-0.48731485,0.041928,0.20636539,-0.26313987,-0.8677333,-1.2572645,-0.2428674,34-44,34,44
2.1942744,0.9293343,-0.77906203,-0.43873075,-0.56400913,0.43404603,-0.18737689,-0.68113583,-1.4073033,-0.17997666,34-45,34,45
2.2183928,1.0115262,1.294613,-0.56824875,-0.35167414,0.39305526,0.121751115,-0.6199988,-1.2368462,0.111429386,34-46,34,46
2.1189094,0.92801154,-0.66203964,-0.49069175,-0.965667,0.6715596,0.08516652,-0.45702842,-1.4733751,0.037920907,34-47,34,47
2.1749694,0.98346645,1.3223846,-0.719164,-0.6560631,0.59002024,0.1855944,-0.5075308,-1.5823506,0.16817503,34-48,34,48
2.0767117,0.94541925,-0.5940505,-0.47700444,-1.1630701,0.74069893,0.23706435,-0.35964876,-1.7645483,0.23821808,34-49,34,49
2.0789926,1.007093,1.5683883,-0.67679393,-0.5890724,0.5969886,0.44244334,-0.37478212,-1.4582736,0.3742716,34-50,34,50
1.9048363,0.9423474,-0.9895568,-0.4521985,-0.34097502,0.212935,0.5646282,-0.36194983,-1.6499307,0.88998896,34-51,34,51
1.9578648,0.9645123,0.22766455,-0.8073753,0.89764726,-0.3392799,0.76508754,-0.25197276,-1.6616248,1.4036586,34-52,34,52
1.8793737,0.91756415,-1.1874315,-0.57577837,0.457165,-0.1415108,0.7137985,-0.44520438,-1.6323103,1.1474301,34-53,34,53
1.9002608,0.9840181,0.3549501,-0.7456107,1.006222,-0.40031114,0.46270555,-0.46781963,-1.6365439,0.93434834,34-54,34,54
1.8082776,0.9041206,-1.2761576,-0.65574205,0.5777215,-0.20001376,0.35153148,-0.41277772,-1.6453116,0.7743805,34-55,34,55
1.8276057,0.96679366,0.39692187,-0.6302886,1.0961254,-0.40736106,0.27965033,-0.5341024,-1.2974355,0.4589095,34-56,34,56
1.7285223,0.8979816,-1.3492793,-0.5763426,0.7732411,-0.31579992,0.0027653214,-0.6180163,-1.4212261,0.13944134,34-57,34,57
1.7624391,0.9820736,0.47388577,-0.60232323,1.3047382,-0.51921594,0.0912248,-0.6176218,-1.1657978,0.32502604,34-58,34,58
1.69385,0.9114889,-1.3871045,-0.41698566,0.95890814,-0.5040923,-0.167106,-0.65046614,-1.1270063,0.0548566,34-59,34,59
1.702726,0.96426076,0.5594012,-0.6783904,1.1211721,-0.44448662,-0.33176634,-0.68067336,-0.9421237,-0.21569352,34-60,34,60
1.5989323,0.91042477,-1.2115017,-0.46048203,0.4154659,-0.112401135,-0.27028987,-0.78942275,-1.0806,-0.43386015,34-61,34,61
2.6049943,-1.1913162,0.615145,-0.09736251,1.3316715,-0.37363604,0.301391,-0.81888574,-0.80713826,0.2616762,35-34,35,34
2.4917355,-1.2578249,-1.3249047,0.10312398,0.68547,-0.13142751,0.08555662,-1.0438352,-0.88896817,-0.13822131,35-35,35,35
2.484259,-1.1922696,0.7211549,-0.04355981,1.150621,-0.3204958,0.009207908,-1.0546013,-0.76823586,-0.13697541,35-36,35,36
2.3972912,-1.2549274,-1.1589715,0.096315004,0.63076353,-0.056311987,0.0062560174,-1.0622866,-0.7804603,-0.25218683,35-37,35,37
2.3982537,-1.1728392,0.93774235,-0.0530657,0.6815572,-0.03026014,-0.12914197,-1.0575166,-0.7665655,-0.38220215,35-38,35,38
2.2664497,-1.2395395,-1.0446751,0.07091393,0.19552357,0.13916625,-0.18925619,-1.0853821,-0.86161584,-0.43023708,35-39,35,39
2.2978492,-1.1869875,1.0078089,-0.021210335,0.5905292,0.05020047,-0.056095585,-1.0448097,-0.81005937,-0.27305844,35-40,35,40
2.1971736,-1.2434057,-0.9734189,-0.006600468,0.06781813,0.25485256,-0.2908323,-1.072611,-0.7885739,-0.5374594,35-41,35,41
2.2207794,-1.1830902,1.1459919,-0.123180315,0.21562757,0.27076253,-0.18538582,-0.98697084,-0.7563954,-0.3527365,35-42,35,42
2.107217,-1.2726297,-0.86723524,0.024283363,-0.36570776,0.44817597,-0.20042716,-0.9751573,-0.90035427,-0.41200444,35-43,35,43
2.161881,-1.1924206,1.1965243,-0.20363227,0.064186364,0.26738963,-0.21897103,-0.9115372,-0.9293714,-0.27740923,35-44,35,44
2.0783687,-1.2610813,-0.6710156,-0.15504825,-0.54175085,0.49507025,-0.14320807,-0.72493976,-1.0794098,-0.21451852,35-45,35,45
2.102487,-1.1788893,1.4026594,-0.28456622,-0.32941574,0.45407945,0.16591999,-0.6638027,-0.9089529,0.07688754,35-46,35,46
2.0030038,-1.2624042,-0.5539932,-0.20700908,-0.9434088,0.73258364,0.12933536,-0.5008321,-1.1454812,0.0033791545,35-47,35,47
2.059064,-1.2069491,1.4304312,-0.4354816,-0.63380474,0.65104455,0.22976327,-0.5513347,-1.2544576,0.13363318,35-48,35,48
1.960806,-1.2449961,-0.48600385,-0.19332178,-1.1408116,0.8017233,0.28123313,-0.40345275,-1.4366548,0.20367624,35-49,35,49
1.9630868,-1.1833228,1.6764346,-0.39311126,-0.56681406,0.65801287,0.48661238,-0.41858613,-1.1303804,0.33972973,35-50,35,50
1.7889308,-1.2480679,-0.88151056,-0.16851588,-0.31871662,0.27395916,0.6087969,-0.40575376,-1.3220373,0.8554472,35-51,35,51
1.841959,-1.2259032,0.33571097,-0.52369297,0.9199055,-0.27825573,0.8092565,-0.29577658,-1.3337313,1.3691169,35-52,35,52
1.7634679,-1.2728516,-1.079385,-0.29209593,0.47942343,-0.08048652,0.7579673,-0.48900804,-1.3044171,1.1128883,35-53,35,53
1.7843549,-1.2063972,0.46299654,-0.46192837,1.0284804,-0.3392869,0.50687444,-0.51162374,-1.3086503,0.89980656,35-54,35,54
1.6923721,-1.2862953,-1.1681111,-0.37205964,0.5999797,-0.13898961,0.3957004,-0.4565816,-1.3174181,0.7398386,35-55,35,55
1.7117,-1.2236216,0.5049682,-0.346606,1.1183838,-0.3463368,0.32381916,-0.57790625,-0.9695419,0.4243677,35-56,35,56
1.6126168,-1.2924339,-1.2412331,-0.29266,0.7954992,-0.2547756,0.04693418,-0.6618204,-1.093333,0.10489952,35-57,35,57
1.6465336,-1.208342,0.5819323,-0.31864065,1.3269967,-0.45819178,0.1353936,-0.66142553,-0.8379044,0.29048425,35-58,35,58
1.5779445,-1.2789261,-1.2790582,-0.13330321,0.9811664,-0.443068,-0.12293715,-0.6942702,-0.7991131,0.020314809,35-59,35,59
1.5868205,-1.2261549,0.6674475,-0.39470798,1.1434305,-0.38346228,-0.28759745,-0.72447705,-0.6142304,-0.25023538,35-60,35,60
1.4830266,-1.2799907,-1.1034555,-0.17679939,0.43772423,-0.051376726,-0.22612113,-0.8332267,-0.7527069,-0.46840194,35-61,35,61
1.522859,-1.229516,0.7065845,-0.28339243,0.7652568,-0.21522637,-0.1958472,-0.66212577,-0.7139638,-0.04409892,35-62,35,62
1.4181298,-1.2891443,-1.1057093,-0.20415053,0.39605236,0.023676803,-0.2714206,-0.6784791,-0.5564039,-0.29291663,35-63,35,63
1.3936477,-1.216853,0.7979095,-0.28685665,0.7980038,-0.24354129,-0.45472258,-0.73448116,-0.65904003,-0.5065294,35-66,35,66
2.6018128,0.82126033,-1.1944357,-0.33917642,0.47554243,0.074116684,-0.09277543,-0.59365,-1.1795757,0.31446034,36-33,36,33
2.6120124,0.86825585,0.49835324,-0.49758756,1.4418495,-0.4032997,-0.21222007,-0.70481104,-1.0811731,0.19571906,36-34,36,34
2.4987535,0.8017475,-1.4416966,-0.29710087,0.7956479,-0.16109101,-0.42805448,-0.9297606,-1.1630032,-0.20417856,36-35,36,35
2.4912767,0.8673027,0.604363,-0.44378483,1.260799,-0.35015935,-0.5044032,-0.94052696,-1.0422705,-0.20293258,36-36,36,36
2.404309,0.8046448,-1.275763,-0.30391,0.74094105,-0.08597556,-0.507355,-0.94821215,-1.0544951,-0.31814402,36-37,36,37
2.4052718,0.88673276,0.8209505,-0.45329064,0.7917351,-0.059923783,-0.64275295,-0.9434421,-1.0406004,-0.44815925,36-38,36,38
2.2734678,0.82003266,-1.161467,-0.32931113,0.30570135,0.10950268,-0.7028673,-0.97130746,-1.1356506,-0.4961943,36-39,36,39
2.3048673,0.87258476,0.8910167,-0.42143545,0.70070696,0.020536808,-0.5697064,-0.9307353,-1.0840942,-0.33901566,36-40,36,40
2.204192,0.81616634,-1.0902106,-0.4068254,0.1779959,0.22518896,-0.8044432,-0.9585364,-1.0626086,-0.60341656,36-41,36,41
2.2277973,0.87648225,1.0292002,-0.5234051,0.32580537,0.24109888,-0.6989967,-0.87289643,-1.0304302,-0.41869378,36-42,36,42
2.1142352,0.7869425,-0.98402715,-0.37594163,-0.25553003,0.41851252,-0.71403855,-0.861083,-1.1743892,-0.47796178,36-43,36,43
2.168899,0.86715156,1.0797327,-0.6038572,0.17436408,0.23772605,-0.732582,-0.79746264,-1.2034059,-0.3433664,36-44,36,44
2.0853868,0.79849106,-0.7878072,-0.5552732,-0.431573,0.46540678,-0.656819,-0.6108652,-1.3534448,-0.28047574,36-45,36,45
2.1095054,0.8806828,1.2858677,-0.6847911,-0.21923795,0.42441586,-0.34769097,-0.54972816,-1.1829878,0.010930467,36-46,36,46
2.010022,0.79716814,-0.670785,-0.60723406,-0.83323085,0.7029204,-0.38427553,-0.38675764,-1.4195161,-0.062578,36-47,36,47
2.0660818,0.8526231,1.3136392,-0.8357066,-0.5236269,0.62138104,-0.28384766,-0.4372602,-1.5284929,0.067676045,36-48,36,48
1.967824,0.8145762,-0.6027957,-0.5935469,-1.0306339,0.7720597,-0.2323778,-0.28937814,-1.71069,0.13771906,36-49,36,49
1.9701049,0.87624943,1.5596424,-0.7933363,-0.4566362,0.62834936,-0.026998619,-0.30451155,-1.4044154,0.2737725,36-50,36,50
1.7959486,0.8115041,-0.99830216,-0.56874084,-0.20853877,0.24429557,0.09518596,-0.29167914,-1.5960724,0.78949,36-51,36,51
1.848977,0.8336689,0.21891922,-0.92391807,1.0300833,-0.30791926,0.29564548,-0.18170203,-1.6077659,1.3031597,36-52,36,52
1.770486,0.786721,-1.1961768,-0.69232106,0.5896013,-0.11015007,0.2443563,-0.3749338,-1.5784522,1.0469313,36-53,36,53
1.7913729,0.8531749,0.34620464,-0.86215293,1.1386582,-0.36895052,-0.0067364434,-0.39754915,-1.5826851,0.8338495,36-54,36,54
1.69939,0.7732769,-1.2849029,-0.77228445,0.7101577,-0.1686531,-0.11791065,-0.34250712,-1.5914533,0.6738815,36-55,36,55
1.718718,0.83595055,0.3881765,-0.7468309,1.2285614,-0.3760005,-0.18979189,-0.46383175,-1.2435768,0.3584105,36-56,36,56
1.6196347,0.7671382,-1.3580248,-0.692885,0.90567714,-0.28443927,-0.46667674,-0.5477457,-1.3673682,0.038942307,36-57,36,57
1.6535516,0.85123044,0.46514046,-0.7188657,1.4371738,-0.48785526,-0.37821725,-0.5473509,-1.1119391,0.22452699,36-58,36,58
1.5849625,0.7806457,-1.39585,-0.53352815,1.091344,-0.47273156,-0.6365479,-0.5801956,-1.073148,-0.045642395,36-59,36,59
1.5938382,0.8334173,0.5506557,-0.7949329,1.2536083,-0.41312596,-0.8012085,-0.61040276,-0.8882654,-0.31619227,36-60,36,60
1.4900445,0.7795815,-1.2202474,-0.5770244,0.547902,-0.081040375,-0.73973197,-0.719152,-1.0267416,-0.53435916,36-61,36,61
1.529877,0.83005595,0.58979267,-0.68361753,0.8754349,-0.24489006,-0.709458,-0.5480511,-0.98799884,-0.11005603,36-62,36,62
1.4251478,0.770428,-1.2225014,-0.60437566,0.50623024,-0.00598669,-0.78503156,-0.5644046,-0.830439,-0.3588737,36-63,36,63
1.4817795,0.8500055,0.7410712,-0.72282,0.8888349,-0.19129601,-0.83827186,-0.6872495,-0.9082855,-0.60813856,36-64,36,64
